|Line#	|# of execution	|# of execution	|condition
|		|of then branch	|of else branch	|expression
-----------------------------------------------------
|4301	|		0		|		0		|	prog && strrchr(prog, '/')
|4321	|		0		|		2		|	(opt = getopt(argc, argv, "0123456789A:B:CEFGVX:bce:f:hiLlnqsvwxy")) != (-1)
|4329	|		0		|		0		|	case '0'
|4330	|		0		|		0		|	case '1'
|4331	|		3		|		0		|	case '2'
|4332	|		0		|		3		|	case '3'
|4333	|		0		|		3		|	case '4'
|4334	|		0		|		33		|	case '5'
|4335	|		0		|		33		|	case '6'
|4336	|		0		|		0		|	case '7'
|4337	|		0		|		0		|	case '8'
|4338	|		684		|		33		|	case '9'
|4342	|		27		|		6		|	case 'A'
|4344	|		0		|		27		|	out_after < 0
|4347	|		3		|		3		|	case 'B'
|4349	|		30		|		3		|	out_before < 0
|4352	|		0		|		0		|	case 'C'
|4355	|		9648		|		257381		|	case 'E'
|4356	|		0		|		1399		|	matcher && strcmp(matcher, "egrep") != 0
|4360	|		1281		|		118		|	case 'F'
|4361	|		0		|		1399		|	matcher && strcmp(matcher, "fgrep") != 0
|4365	|		0		|		1399		|	case 'G'
|4366	|		0		|		0		|	matcher && strcmp(matcher, "grep") != 0
|4370	|		0		|		0		|	case 'V'
|4377	|		0		|		0		|	case 'X'
|4378	|		0		|		1399		|	matcher
|4382	|		1399		|		0		|	case 'b'
|4385	|		0		|		0		|	case 'c'
|4389	|		0		|		0		|	case 'e'
|4392	|		0		|		0		|	keyfound
|4398	|		0		|		1399		|	case 'f'
|4404	|		0		|		1399		|	!fp
|4410	|		0		|		1399		|	keyalloc <= keycc
|4414	|		0		|		0		|	keyfound
|4416	|		0		|		0		|	!feof(fp) && (cc = fread(keys + keycc, 1, keyalloc - keycc, fp)) > 0
|4420	|		0		|		0		|	keycc == keyalloc
|4423	|		1399		|		0		|	fp != stdin
|4430	|		1399		|		30		|	keycc - oldcc > 0 && keys[keycc - 1] == '\n'
|4434	|		0		|		1399		|	case 'h'
|4437	|		1399		|		0		|	case 'i'
|4438	|		0		|		0		|	case 'y'
|4441	|		0		|		30		|	case 'L'
|4447	|		33		|		0		|	case 'l'
|4451	|		0		|		33		|	case 'n'
|4454	|		0		|		33		|	case 'q'
|4457	|		3		|		30		|	case 's'
|4460	|		0		|		0		|	case 'v'
|4463	|		30		|		0		|	case 'w'
|4466	|		0		|		30		|	case 'x'
|4469	|		0		|		30		|	default
|4474	|		0		|		0		|	!keyfound
|4475	|		30		|		0		|	optind < argc
|4483	|		10		|		20		|	!matcher
|4486	|		0		|		3		|	!setmatcher(matcher) && !setmatcher("default")
|4491	|		0		|		0		|	argc - optind > 1 && !no_filenames
|4496	|		0		|		0		|	optind < argc
|4497	|		3		|		16		|	optind < argc
|4504	|		0		|		3		|	desc < 0
|4506	|		3		|		3		|	!suppress_errors
|4517	|		0		|		0		|	count_matches
|4519	|		0		|		0		|	out_file
|4523	|		0		|		0		|	count
|4526	|		0		|		0		|	list_files == 1
|4529	|		0		|		0		|	list_files == -1
|4532	|		0		|		0		|	desc != 0
|4540	|		0		|		0		|	count_matches
|4542	|		0		|		0		|	count
|4545	|		0		|		0		|	list_files == 1
|4548	|		0		|		0		|	list_files == -1
|4563	|		0		|		0		|	done
|4568	|		0		|		0		|	c <= 'z'
|4571	|		0		|		0		|	c <= 'Z'
|4574	|		0		|		0		|	c <= '9'
|5096	|		0		|		0		|	compile_stack.stack == ((void *)0)
|5124	|		2		|		0		|	bufp->allocated == 0
|5126	|		0		|		2		|	bufp->buffer
|5136	|		0		|		0		|	!bufp->buffer
|5144	|		0		|		0		|	p != pend
|5146	|		0		|		0		|	0
|5146	|		0		|		0		|	p == pend
|5146	|		0		|		0		|	translate
|5150	|		0		|		0		|	case '^'
|5152	|		0		|		0		|	p == pattern + 1 || syntax & ((((1) << 1) << 1) << 1) || at_begline_loc_p(pattern, p, syntax)
|5158	|		0		|		0		|	0
|5158	|		0		|		0		|	b - bufp->buffer + (1) > bufp->allocated
|5158	|		0		|		0		|	0
|5158	|		0		|		0		|	bufp->allocated == (1L << 16)
|5158	|		0		|		0		|	bufp->allocated > (1L << 16)
|5158	|		0		|		0		|	bufp->buffer == ((void *)0)
|5162	|		0		|		0		|	old_buffer != bufp->buffer
|5162	|		0		|		0		|	fixup_alt_jump
|5162	|		0		|		0		|	laststart
|5162	|		0		|		0		|	pending_exact
|5169	|		0		|		0		|	case '$'
|5171	|		0		|		0		|	p == pend || syntax & ((((1) << 1) << 1) << 1) || at_endline_loc_p(p, pend, syntax)
|5177	|		0		|		0		|	0
|5177	|		0		|		0		|	b - bufp->buffer + (1) > bufp->allocated
|5177	|		0		|		0		|	0
|5177	|		0		|		0		|	bufp->allocated == (1L << 16)
|5177	|		0		|		0		|	bufp->allocated > (1L << 16)
|5177	|		1		|		0		|	bufp->buffer == ((void *)0)
|5181	|		0		|		0		|	old_buffer != bufp->buffer
|5181	|		0		|		0		|	fixup_alt_jump
|5181	|		0		|		0		|	laststart
|5181	|		0		|		0		|	pending_exact
|5188	|		0		|		0		|	case '+'
|5189	|		0		|		0		|	case '?'
|5190	|		3		|		0		|	(syntax & ((1) << 1)) || (syntax & (((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1))
|5194	|		3		|		0		|	case '*'
|5196	|		1		|		2		|	!laststart
|5198	|		0		|		3		|	syntax & ((((((1) << 1) << 1) << 1) << 1) << 1)
|5200	|		0		|		3		|	!(syntax & (((((1) << 1) << 1) << 1) << 1))
